"","survey_id","Operation_date","year","month","day","enumerator","landing_site","BMU","fisher_id","household_id"
"19","2021-05-18 SS/MAY/SB/033/FF 2021-05-18 12:35:00",2021-05-18,"2021","May","18","KADZO BAYA","MAWE YA KATI","MAYUNGU","SS/MAY/SB/033/FF","SS/MAY/SB/033"
"20","2021-05-18 SS/MAY/SB/032/FF 2021-05-18 12:30:00",2021-05-18,"2021","May","18","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/032/FF","SS/MAY/SB/032"
"21","2021-05-18 SS/MAY/SB/011/FF 2021-05-18 23:25:00",2021-05-18,"2021","May","18","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/011/FF","SS/MAY/SB/011"
"22","2021-05-18 SS/MAY/SB/003/FF 2021-05-18 18:45:00",2021-05-18,"2021","May","18","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/003/FF","SS/MAY/SB/003"
"23","2021-05-18 SS/MAY/SB/006/FF 2021-05-18 22:50:00",2021-05-18,"2021","May","18","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/006/FF","SS/MAY/SB/006"
"24","2021-05-18 SS/MAY/SB/041/FF 2021-05-18 17:30:00",2021-05-18,"2021","May","18","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/041/FF","SS/MAY/SB/041"
"25","2021-05-18 SS/MAY/SB/074/FF 2021-05-18 23:45:00",2021-05-18,"2021","May","18","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/074/FF","SS/MAY/SB/074"
"26","2021-05-18 SS/MAY/SB/030/FF 2021-05-18 12:45:00",2021-05-18,"2021","May","18","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/030/FF","SS/MAY/SB/030"
"27","2021-05-18 SS/MAY/SB/013/FF 2021-05-18 17:37:00",2021-05-18,"2021","May","18","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/013/FF","SS/MAY/SB/013"
"28","2021-05-18 SS/MAY/SB/077/FF 2021-05-18 12:45:00",2021-05-18,"2021","May","18","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/077/FF","SS/MAY/SB/077"
"29","2021-05-18 SS/MAY/SB/018/FF 2021-05-18 17:30:00",2021-05-18,"2021","May","18","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/018/FF","SS/MAY/SB/018"
"30","2021-05-18 SS/MAY/SB/010/FF 2021-05-18 15:50:00",2021-05-18,"2021","May","18","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/010/FF","SS/MAY/SB/010"
"31","2021-05-18 SS/MAY/SB/074/FF 2021-05-18 16:04:00",2021-05-18,"2021","May","18","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/074/FF","SS/MAY/SB/074"
"32","2021-05-18 SS/MAY/SB/043/FF 2021-05-18 12:03:00",2021-05-18,"2021","May","18","CELESTINE N. ALI","KIVULINI","MAYUNGU","SS/MAY/SB/043/FF","SS/MAY/SB/043"
"33","2021-05-18 SS/MAY/SB/042/FF 2021-05-18 23:53:00",2021-05-18,"2021","May","18","CELESTINE N. ALI","KIVULINI","MAYUNGU","SS/MAY/SB/042/FF","SS/MAY/SB/042"
"34","2021-05-18 SS/MAY/SB/083/FF 2021-05-18 01:43:00",2021-05-18,"2021","May","18","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/083/FF","SS/MAY/SB/083"
"35","2021-05-18 SS/MAY/SB/052/FF 2021-05-18 03:01:00",2021-05-18,"2021","May","18","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/052/FF","SS/MAY/SB/052"
"36","2021-05-18 SS/MAY/SB/028/FF 2021-05-18 03:01:00",2021-05-18,"2021","May","18","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/028/FF","SS/MAY/SB/028"
"37","2021-05-18 SS/MAY/SB/082/FF 2021-05-18 11:57:00",2021-05-18,"2021","May","18","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/082/FF","SS/MAY/SB/082"
"38","2021-05-18 SS/MAY/SB/047/FF 2021-05-18 12:06:00",2021-05-18,"2021","May","18","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/047/FF","SS/MAY/SB/047"
"39","2021-05-18 SS/MAY/SB/046/FF 2021-05-18 12:06:00",2021-05-18,"2021","May","18","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/046/FF","SS/MAY/SB/046"
"40","2021-05-18 SS/MAY/SB/048/FF 2021-05-18 12:06:00",2021-05-18,"2021","May","18","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/048/FF","SS/MAY/SB/048"
"41","2021-05-18 SS/MAY/SB/044/FF 2021-05-18 12:06:00",2021-05-18,"2021","May","18","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/044/FF","SS/MAY/SB/044"
"42","2021-05-18 SS/MAY/SB/036/FF 2021-05-18 12:07:00",2021-05-18,"2021","May","18","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/036/FF","SS/MAY/SB/036"
"43","2021-05-18 SS/MAY/SB/041/FF 2021-05-18 17:15:00",2021-05-18,"2021","May","18","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/041/FF","SS/MAY/SB/041"
"44","2021-05-19 SS/UYO/SB/089/FF 2021-05-19 14:00:00",2021-05-19,"2021","May","19","CLAPERTON KAZUNGU","UYOMBO","UYOMBO","SS/UYO/SB/089/FF","SS/UYO/SB/089"
"45","2021-05-19 SS/UYO/SB/090/FF 2021-05-19 15:00:00",2021-05-19,"2021","May","19","CLAPERTON KAZUNGU","UYOMBO","UYOMBO","SS/UYO/SB/090/FF","SS/UYO/SB/090"
"46","2021-05-19 SS/UYO/SB/091/FF 2021-05-19 15:15:00",2021-05-19,"2021","May","19","CLAPERTON KAZUNGU","UYOMBO","UYOMBO","SS/UYO/SB/091/FF","SS/UYO/SB/091"
"47","2021-05-19 SS/UYO/SB/095/FF 2021-05-19 14:00:00",2021-05-19,"2021","May","19","CLAPERTON KAZUNGU","UYOMBO","UYOMBO","SS/UYO/SB/095/FF","SS/UYO/SB/095"
"48","2021-05-19 SS/UYO/SB/096/FF 2021-05-19 15:00:00",2021-05-19,"2021","May","19","CLAPERTON KAZUNGU","UYOMBO","UYOMBO","SS/UYO/SB/096/FF","SS/UYO/SB/096"
"49","2021-05-19 SS/UYO/SB/099/FF 2021-05-19 14:00:00",2021-05-19,"2021","May","19","CLAPERTON KAZUNGU","UYOMBO","UYOMBO","SS/UYO/SB/099/FF","SS/UYO/SB/099"
"50","2021-05-19 SS/UYO/SB/100/FF 2021-05-19 15:00:00",2021-05-19,"2021","May","19","CLAPERTON KAZUNGU","UYOMBO","UYOMBO","SS/UYO/SB/100/FF","SS/UYO/SB/100"
"51","2021-05-19 SS/MAY/SB/033/FF 2021-05-19 12:50:00",2021-05-19,"2021","May","19","KADZO BAYA","MAWE YA KATI","MAYUNGU","SS/MAY/SB/033/FF","SS/MAY/SB/033"
"52","2021-05-19 SS/MAY/SB/003/FF 2021-05-19 23:25:00",2021-05-19,"2021","May","19","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/003/FF","SS/MAY/SB/003"
"53","2021-05-19 SS/MAY/SB/011/FF 2021-05-19 23:25:00",2021-05-19,"2021","May","19","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/011/FF","SS/MAY/SB/011"
"54","2021-05-19 SS/MAY/SB/049/FF 2021-05-19 12:25:00",2021-05-19,"2021","May","19","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/049/FF","SS/MAY/SB/049"
"55","2021-05-19 SS/MAY/SB/018/FF 2021-05-19 12:25:00",2021-05-19,"2021","May","19","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/018/FF","SS/MAY/SB/018"
"56","2021-05-19 SS/MAY/SB/021/FF 2021-05-19 12:25:00",2021-05-19,"2021","May","19","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/021/FF","SS/MAY/SB/021"
"57","2021-05-19 SS/MAY/SB/032/FF 2021-05-19 12:25:00",2021-05-19,"2021","May","19","KADZO BAYA","MAWE YA KATI","MAYUNGU","SS/MAY/SB/032/FF","SS/MAY/SB/032"
"58","2021-05-19 SS/MAY/SB/034/FF 2021-05-19 12:35:00",2021-05-19,"2021","May","19","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/034/FF","SS/MAY/SB/034"
"59","2021-05-19 SS/MAY/SB/028/FF 2021-05-19 13:35:00",2021-05-19,"2021","May","19","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/028/FF","SS/MAY/SB/028"
"60","2021-05-19 SS/MAY/SB/006/FF 2021-05-19 12:25:00",2021-05-19,"2021","May","19","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/006/FF","SS/MAY/SB/006"
"61","2021-05-19 SS/MAY/SB/038/FF 2021-05-19 12:25:00",2021-05-19,"2021","May","19","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/038/FF","SS/MAY/SB/038"
"62","2021-05-19 SS/MAY/SB/030/FF 2021-05-19 12:30:00",2021-05-19,"2021","May","19","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/030/FF","SS/MAY/SB/030"
"63","2021-05-19 SS/MAY/SB/002/FF 2021-05-19 12:25:00",2021-05-19,"2021","May","19","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/002/FF","SS/MAY/SB/002"
"64","2021-05-19 SS/MAY/SB/001/FF 2021-05-19 12:25:00",2021-05-19,"2021","May","19","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/001/FF","SS/MAY/SB/001"
"65","2021-05-19 SS/MAY/SB/010/FF 2021-05-19 14:15:00",2021-05-19,"2021","May","19","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/010/FF","SS/MAY/SB/010"
"66","2021-05-19 SS/MAY/SB/043/FF 2021-05-19 12:57:00",2021-05-19,"2021","May","19","CELESTINE N. ALI","KIVULINI","MAYUNGU","SS/MAY/SB/043/FF","SS/MAY/SB/043"
"67","2021-05-19 SS/MAY/SB/042/FF 2021-05-19 11:43:00",2021-05-19,"2021","May","19","CELESTINE N. ALI","KIVULINI","MAYUNGU","SS/MAY/SB/042/FF","SS/MAY/SB/042"
"68","2021-05-19 SS/MAY/SB/058/FF 2021-05-19 13:15:00",2021-05-19,"2021","May","19","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/058/FF","SS/MAY/SB/058"
"69","2021-05-19 SS/MAY/SB/017/FF 2021-05-19 13:15:00",2021-05-19,"2021","May","19","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/017/FF","SS/MAY/SB/017"
"70","2021-05-19 SS/MAY/SB/082/FF 2021-05-19 13:15:00",2021-05-19,"2021","May","19","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/082/FF","SS/MAY/SB/082"
"71","2021-05-19 SS/MAY/SB/083/FF 2021-05-19 13:15:00",2021-05-19,"2021","May","19","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/083/FF","SS/MAY/SB/083"
"72","2021-05-19 SS/MAY/SB/030/FF 2021-05-19 17:37:00",2021-05-19,"2021","May","19","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/030/FF","SS/MAY/SB/030"
"73","2021-05-19 SS/MAY/SB/077/FF 2021-05-19 17:37:00",2021-05-19,"2021","May","19","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/077/FF","SS/MAY/SB/077"
"74","2021-05-19 SS/MAY/SB/013/FF 2021-05-19 17:37:00",2021-05-19,"2021","May","19","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/013/FF","SS/MAY/SB/013"
"75","2021-05-19 SS/MAY/SB/081/FF 2021-05-19 13:15:00",2021-05-19,"2021","May","19","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/081/FF","SS/MAY/SB/081"
"76","2021-05-19 SS/MAY/SB/029/FF 2021-05-19 13:15:00",2021-05-19,"2021","May","19","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/029/FF","SS/MAY/SB/029"
"77","2021-05-19 SS/MAY/SB/077/FF 2021-05-19 13:27:00",2021-05-19,"2021","May","19","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/077/FF","SS/MAY/SB/077"
"78","2021-05-19 SS/MAY/SB/030/FF 2021-05-19 13:27:00",2021-05-19,"2021","May","19","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/030/FF","SS/MAY/SB/030"
"79","2021-05-19 SS/MAY/SB/013/FF 2021-05-19 13:27:00",2021-05-19,"2021","May","19","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/013/FF","SS/MAY/SB/013"
"80","2021-05-19 SS/MAY/SB/074/FF 2021-05-19 12:47:00",2021-05-19,"2021","May","19","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/074/FF","SS/MAY/SB/074"
"81","2021-05-20 SS/UYO/SB/085/FF 2021-05-20 16:30:00",2021-05-20,"2021","May","20","CLAPERTON KAZUNGU","UYOMBO","UYOMBO","SS/UYO/SB/085/FF","SS/UYO/SB/085"
"82","2021-05-20 SS/UYO/SB/089/FF 2021-05-20 16:30:00",2021-05-20,"2021","May","20","CLAPERTON KAZUNGU","UYOMBO","UYOMBO","SS/UYO/SB/089/FF","SS/UYO/SB/089"
"83","2021-05-20 SS/UYO/SB/091/FF 2021-05-20 16:30:00",2021-05-20,"2021","May","20","CLAPERTON KAZUNGU","UYOMBO","UYOMBO","SS/UYO/SB/091/FF","SS/UYO/SB/091"
"84","2021-05-20 SS/UYO/SB/100/FF 2021-05-20 08:00:00",2021-05-20,"2021","May","20","CLAPERTON KAZUNGU","UYOMBO","UYOMBO","SS/UYO/SB/100/FF","SS/UYO/SB/100"
"85","2021-05-20 SS/MAY/SB/074/FF 2021-05-20 16:33:00",2021-05-20,"2021","May","20","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/074/FF","SS/MAY/SB/074"
"86","2021-05-20 SS/MAY/SB/042/FF 2021-05-20 12:43:00",2021-05-20,"2021","May","20","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/042/FF","SS/MAY/SB/042"
"87","2021-05-20 SS/MAY/SB/043/FF 2021-05-20 12:43:00",2021-05-20,"2021","May","20","CELESTINE N. ALI","KIVULINI","MAYUNGU","SS/MAY/SB/043/FF","SS/MAY/SB/043"
"88","2021-05-20 SS/MAY/SB/081/FF 2021-05-20 13:15:00",2021-05-20,"2021","May","20","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/081/FF","SS/MAY/SB/081"
"89","2021-05-20 SS/MAY/SB/058/FF 2021-05-20 13:15:00",2021-05-20,"2021","May","20","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/058/FF","SS/MAY/SB/058"
"90","2021-05-20 SS/MAY/SB/017/FF 2021-05-20 13:15:00",2021-05-20,"2021","May","20","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/017/FF","SS/MAY/SB/017"
"91","2021-05-20 SS/MAY/SB/029/FF 2021-05-20 13:15:00",2021-05-20,"2021","May","20","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/029/FF","SS/MAY/SB/029"
"92","2021-05-20 SS/MAY/SB/082/FF 2021-05-20 13:15:00",2021-05-20,"2021","May","20","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/082/FF","SS/MAY/SB/082"
"93","2021-05-20 SS/MAY/SB/074/FF 2021-05-20 11:04:00",2021-05-20,"2021","May","20","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/074/FF","SS/MAY/SB/074"
"94","2021-05-20 SS/MAY/SB/014/FF 2021-05-20 14:07:00",2021-05-20,"2021","May","20","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/014/FF","SS/MAY/SB/014"
"95","2021-05-20 SS/MAY/SB/036/FF 2021-05-20 14:07:00",2021-05-20,"2021","May","20","CELESTINE N. ALI","MAYUNGU","MAYUNGU","SS/MAY/SB/036/FF","SS/MAY/SB/036"
"96","2021-05-20 SS/MAY/SB/015/FF 2021-05-20 13:15:00",2021-05-20,"2021","May","20","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/015/FF","SS/MAY/SB/015"
"97","2021-05-20 SS/MAY/SB/034/FF 2021-05-20 12:30:00",2021-05-20,"2021","May","20","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/034/FF","SS/MAY/SB/034"
"98","2021-05-20 SS/MAY/SB/010/FF 2021-05-20 16:03:00",2021-05-20,"2021","May","20","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/010/FF","SS/MAY/SB/010"
"99","2021-05-20 SS/MAY/SB/053/FF 2021-05-20 12:45:00",2021-05-20,"2021","May","20","KADZO BAYA","MAWE YA KATI","MAYUNGU","SS/MAY/SB/053/FF","SS/MAY/SB/053"
"100","2021-05-20 SS/MAY/SB/049/FF 2021-05-20 12:20:00",2021-05-20,"2021","May","20","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/049/FF","SS/MAY/SB/049"
"101","2021-05-20 SS/MAY/SB/032/FF 2021-05-20 23:30:00",2021-05-20,"2021","May","20","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/032/FF","SS/MAY/SB/032"
"102","2021-05-20 SS/MAY/SB/018/FF 2021-05-20 12:20:00",2021-05-20,"2021","May","20","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/018/FF","SS/MAY/SB/018"
"103","2021-05-20 SS/MAY/SB/021/FF 2021-05-20 12:20:00",2021-05-20,"2021","May","20","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/021/FF","SS/MAY/SB/021"
"104","2021-05-20 SS/MAY/SB/077/FF 2021-05-20 12:40:00",2021-05-20,"2021","May","20","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/077/FF","SS/MAY/SB/077"
"105","2021-05-20 SS/MAY/SB/013/FF 2021-05-20 12:40:00",2021-05-20,"2021","May","20","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/013/FF","SS/MAY/SB/013"
"106","2021-05-20 SS/MAY/SB/030/FF 2021-05-20 12:40:00",2021-05-20,"2021","May","20","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/030/FF","SS/MAY/SB/030"
"107","2021-05-20 SS/MAY/SB/006/FF 2021-05-20 12:30:00",2021-05-20,"2021","May","20","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/006/FF","SS/MAY/SB/006"
"108","2021-05-20 SS/MAY/SB/038/FF 2021-05-20 12:30:00",2021-05-20,"2021","May","20","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/038/FF","SS/MAY/SB/038"
"109","2021-05-20 SS/MAY/SB/028/FF 2021-05-20 23:15:00",2021-05-20,"2021","May","20","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/028/FF","SS/MAY/SB/028"
"110","2021-05-20 SS/MAY/SB/052/FF 2021-05-20 23:15:00",2021-05-20,"2021","May","20","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/052/FF","SS/MAY/SB/052"
"111","2021-05-20 SS/MAY/SB/011/FF 2021-05-20 22:45:00",2021-05-20,"2021","May","20","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/011/FF","SS/MAY/SB/011"
"112","2021-05-20 SS/MAY/SB/003/FF 2021-05-20 22:45:00",2021-05-20,"2021","May","20","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/003/FF","SS/MAY/SB/003"
"113","2021-05-20 SS/MAY/SB/002/FF 2021-05-20 13:15:00",2021-05-20,"2021","May","20","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/002/FF","SS/MAY/SB/002"
"114","2021-05-20 SS/MAY/SB/001/FF 2021-05-20 13:15:00",2021-05-20,"2021","May","20","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/001/FF","SS/MAY/SB/001"
"115","2021-05-20 SS/MAY/SB/077/FF 2021-05-20 23:25:00",2021-05-20,"2021","May","20","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/077/FF","SS/MAY/SB/077"
"116","2021-05-20 SS/MAY/SB/028/FF 2021-05-20 12:20:00",2021-05-20,"2021","May","20","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/028/FF","SS/MAY/SB/028"
"117","2021-05-20 SS/MAY/SB/010/FF 2021-05-20 15:15:00",2021-05-20,"2021","May","20","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/010/FF","SS/MAY/SB/010"
"118","2021-05-20 SS/MAY/SB/036/FF 2021-05-20 12:45:00",2021-05-20,"2021","May","20","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/036/FF","SS/MAY/SB/036"
"119","2021-05-20 SS/MAY/SB/014/FF 2021-05-20 12:45:00",2021-05-20,"2021","May","20","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/014/FF","SS/MAY/SB/014"
"120","2021-05-20 SS/MAY/SB/034/FF 2021-05-20 12:25:00",2021-05-20,"2021","May","20","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/034/FF","SS/MAY/SB/034"
"121","2021-05-20 SS/MAY/SB/030/FF 2021-05-20 16:45:00",2021-05-20,"2021","May","20","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/030/FF","SS/MAY/SB/030"
"122","2021-05-20 SS/MAY/SB/002/FF 2021-05-20 12:42:00",2021-05-20,"2021","May","20","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/002/FF","SS/MAY/SB/002"
"123","2021-05-20 SS/MAY/SB/001/FF 2021-05-20 12:42:00",2021-05-20,"2021","May","20","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/001/FF","SS/MAY/SB/001"
"124","2021-05-20 SS/MAY/SB/030/FF 2021-05-20 11:25:00",2021-05-20,"2021","May","20","KADZO BAYA","MAYUNGU","MAYUNGU","SS/MAY/SB/030/FF","SS/MAY/SB/030"
"125","2021-05-21 SS/UYO/SB/088/FF 2021-05-21 10:30:00",2021-05-21,"2021","May","21","CLAPERTON KAZUNGU","UYOMBO","UYOMBO","SS/UYO/SB/088/FF","SS/UYO/SB/088"
"126","2021-05-21 SS/UYO/SB/090/FF 2021-05-21 08:00:00",2021-05-21,"2021","May","21","CLAPERTON KAZUNGU","UYOMBO","UYOMBO","SS/UYO/SB/090/FF","SS/UYO/SB/090"
"127","2021-05-21 SS/UYO/SB/095/FF 2021-05-21 10:30:00",2021-05-21,"2021","May","21","CLAPERTON KAZUNGU","UYOMBO","UYOMBO","SS/UYO/SB/095/FF","SS/UYO/SB/095"
"128","2021-05-21 SS/UYO/SB/099/FF 2021-05-21 08:00:00",2021-05-21,"2021","May","21","CLAPERTON KAZUNGU","UYOMBO","UYOMBO","SS/UYO/SB/099/FF","SS/UYO/SB/099"
"129","2021-05-21 SS/UYO/SB/100/FF 2021-05-21 10:30:00",2021-05-21,"2021","May","21","CLAPERTON KAZUNGU","UYOMBO","UYOMBO","SS/UYO/SB/100/FF","SS/UYO/SB/100"
